channel,date,time,name
"Канал 1",2000-05-10,15:35,"Ретро Русе, ретро свят"
"Канал 1",2000-05-10,16:05,"Отдаденост- сериен тв филм /16 епизод/"
"Канал 1",2000-05-10,17:00,"По света и у нас"
"Канал 1",2000-05-10,17:10,"Детски свят: ""Защо"""
"Канал 1",2000-05-10,17:40,Вкусно
"Канал 1",2000-05-10,17:55,"Частен случай"
"Канал 1",2000-05-10,18:00,"Всички обичат Реймънд - сериен тв филм /32 епизод/"
"Канал 1",2000-05-10,18:30,"Въпроси и отговори"
"Канал 1",2000-05-10,19:00,"Зад оградата - сериен тв филм /36 епизод/"
"Канал 1",2000-05-10,19:50,"Лека нощ, деца!: ""Гугулиада"""
"Канал 1",2000-05-10,20:00,"По света и у нас"
"Канал 1",2000-05-10,20:30,"Спешно отделение - сериен тв филм /26 епизод/"
"Канал 1",2000-05-10,21:15,"Българският Великден - документален филм"
"Канал 1",2000-05-10,21:40,"Шампионска лига: ""Барселона"" - ""Валенсия"", полуфинална среща /пряко предаване от Барселона/"
"Канал 1",2000-05-10,23:35,Метрополис
"Канал 1",2000-05-10,00:05,"По света и у нас"
"Канал 1",2000-05-10,00:15,"Всичко отначало - игрален филм /Германия, 1994 г./, режисьор Райнхард Мюнстер, в ролите: Кристиане Хьорбигер, Катарина Талбах, Удо Замел и др."
"Канал 1",2000-05-10,01:40,"Видеоклипове на Джордж Майкъл"
"Канал 1",2000-05-10,02:35,"Дивият свят на Америка- научнопопулярен филм /6 епизод/"
"Канал 1",2000-05-10,03:05,"Кадрил - игрален филм /Русия/"
"Канал 1",2000-05-10,04:30,"Светът на чудесата - документална поредица"
"Ефир 2",2000-05-11,17:55,"По света и у нас"
"Ефир 2",2000-05-11,18:05,"Квазимодо - анимационен филм /7 епизод/"
"Ефир 2",2000-05-11,18:30,"Риск печели, риск губи- шоу на Къци Вапцаров"
"Ефир 2",2000-05-11,19:00,"Съкровищата на света - документална поредица"
"Ефир 2",2000-05-11,19:15,"Дързост и красота - сериен тв филм /273 епизод/"
"Ефир 2",2000-05-11,20:00,"Магията на киното /18 епизод/"
"Ефир 2",2000-05-11,20:25,Видеоклипове
"Ефир 2",2000-05-11,20:40,"Дивият свят на Америка - научнопопулярен филм /7 епизод/"
"Ефир 2",2000-05-11,21:05,"Видеоклипове на Жан-Жак Голдман"
"Ефир 2",2000-05-11,22:00,"По света и у нас"
"Ефир 2",2000-05-11,22:10,Топспорт
"Ефир 2",2000-05-11,22:15,"NBA - баскетболно шоу на професионалистите"
"Ефир 2",2000-05-11,22:45,"Свидетел - игрален филм /Италия/, режисьор Паскуале Процесере, в ролите: Фабрицио Бентиволио, Маргерита Бей и др."
"Канал 1",2000-05-11,05:05,"Видеоклипове на Ален Башунг"
"Канал 1",2000-05-11,05:45,"Дързост и красота - сериен тв филм /200 епизод/"
"Канал 1",2000-05-11,06:30,"Сутрешен блок"
"Канал 1",2000-05-11,09:00,"Национален календар: ""Св. Св. Кирил и Методий"""
"Канал 1",2000-05-11,09:05,"Отдаденост - сериен тв филм /15 епизод/"
"Канал 1",2000-05-11,10:00,"Детски свят: ""Защо"" и ""Щастието на живота"" /7 епизод/"
"Канал 1",2000-05-11,10:35,"Райска градина - предаване за личното стопанство"
"Канал 1",2000-05-11,11:05,"Зад оградата - сериен тв филм /35 епизод/"
"Канал 1",2000-05-11,12:00,"Народно творчество: ""Великденско добруджанско надсвир- ване"""
"Канал 1",2000-05-11,12:30,"По света и у нас"
"Канал 1",2000-05-11,12:40,"Човешка комедия - предаване за интересни съдби"
"Канал 1",2000-05-11,13:10,"Спешно отделение - сериен тв филм /25 епизод/"
"Канал 1",2000-05-11,14:00,"Третият сектор: Мисията възможна"
"Канал 1",2000-05-11,14:30,Екокамера
"Канал 1",2000-05-11,15:00,"По света и у нас"
"Канал 1",2000-05-11,15:05,"Светът на чудесата - документална поредица"
"Канал 1",2000-05-11,15:35,"Из залите на Националния исторически музей"
"Канал 1",2000-05-11,15:50,"Векът на България: 1933"
"Канал 1",2000-05-11,16:05,"Отдаденост- сериен тв филм /17 епизод/"
"Канал 1",2000-05-11,17:00,"По света и у нас"
"Канал 1",2000-05-11,17:10,"Детски свят: ""Десети ""Б"" - тв филм /12 епизод/"
"Канал 1",2000-05-11,17:40,Вкусно
"Канал 1",2000-05-11,17:55,"Частен случай"
"Канал 1",2000-05-11,18:00,"Теглене тиражите на ТОТО 2"
"Канал 1",2000-05-11,18:25,"Национален календар: ""Св. Св. Кирил и Методий"""
"Канал 1",2000-05-11,18:30,Здраве
"Канал 1",2000-05-11,19:00,Седмица
"Канал 1",2000-05-11,19:50,"Лека нощ, деца!: ""Гугулиада"""
"Канал 1",2000-05-11,20:00,"По света и у нас"
"Канал 1",2000-05-11,20:35,"Спешно отделение - сериен тв филм /27 епизод/"
"Канал 1",2000-05-11,21:20,"24 квадрата - информационно киношоу"
"Канал 1",2000-05-11,22:00,"Екип 4"
"Канал 1",2000-05-11,22:30,"Духовна радост - филм за националното честване на 2000 години от Рождество Христово, 130 години от възстановяване на независимостта на Българската църква и гостуването на Чудотворната Йерусалимска икона на Света Богородица у нас"
"Канал 1",2000-05-11,23:00,"Идеалната двойка - игрален филм /Русия, 1992 г./, режисьор Александър Полинников, в ролите: Ана Назарьова, Юрий Дуванов, Ана Самохина и др."
"Канал 1",2000-05-11,00:05,"По света и у нас"
"Канал 1",2000-05-11,00:20,"1002 нощи"
"Канал 1",2000-05-11,01:20,"Видеоклипове на Джими Клиф"
"Канал 1",2000-05-11,01:50,"Дивият свят на Америка- научнопопулярен филм /7 епизод/"
"Канал 1",2000-05-11,02:20,"Видеоклипове на Рита Митсуко"
"Канал 1",2000-05-11,03:10,"Свидетел - игрален филм /Италия/"
"Канал 1",2000-05-11,04:40,"Светът на чудесата - документална поредица"
"Ефир 2",2000-05-12,17:55,"По света и у нас"
"Ефир 2",2000-05-12,18:05,"Квазимодо - анимационен филм /8 епизод/"
"Ефир 2",2000-05-12,18:30,"Риск печели, риск губи- шоу на Къци Вапцаров"
"Ефир 2",2000-05-12,19:00,"Съкровищата на света - документална поредица"
"Ефир 2",2000-05-12,19:15,"Дързост и красота - сериен тв филм /274 епизод/"
"Ефир 2",2000-05-12,20:00,"Магията на киното /19 епизод/"
"Ефир 2",2000-05-12,20:30,"Слънце в косите - музикален филм за Светлозара Славкова"
"Ефир 2",2000-05-12,21:10,"Мечката и нейните братя - научнопопулярен филм"
"Ефир 2",2000-05-12,22:00,"По света и у нас"
"Ефир 2",2000-05-12,22:10,Топспорт
"Ефир 2",2000-05-12,22:15,"Циганска душа - игрален филм /Испания/, режи- сьор Чус Гутиерес, в ролите: Амара Кармона, Педро Алонсо, Лолес Леон и др."
"Канал 1",2000-05-12,05:15,"Пчеларят - игрален филм /Гърция, 1986 г./"
"Канал 1",2000-05-12,06:30,"Сутрешен блок"
"Канал 1",2000-05-12,09:00,"Отдаденост - сериен тв филм /16 епизод/"
"Канал 1",2000-05-12,09:55,"Детски свят: ""Големият лов на Нанук""- анимационен филм /5 епизод/ и ""Щастието на живота"" /8 епизод/"
