channel,date,time,name
"Канал 1",2000-03-02,20:35,"Спешно отделение - сериен тв филм /І епизод/"
"Канал 1",2000-03-02,21:25,"Всички обичат Реймънд - сериен тв филм /22 епизод/"
"Канал 1",2000-03-02,21:50,"Новите документи за самоличност"
"Канал 1",2000-03-02,22:00,"Екип 4"
"Канал 1",2000-03-02,22:30,"24 квадрата"
"Канал 1",2000-03-02,23:00,"Стунджи - изпълнения на барабаниста Стоян Янкулов"
"Канал 1",2000-03-02,23:30,"1002 нощи"
"Канал 1",2000-03-02,00:00,"По света и у нас"
"Канал 1",2000-03-02,00:15,"1002 нощи"
"Канал 1",2000-03-02,00:45,"Телепазарен прозорец"
"Канал 1",2000-03-02,01:00,"Неразкрити убийства - сериен тв филм /17 епизод/"
"Канал 1",2000-03-02,01:50,"Джазфестивал Банско '99: концерт на ""Зона ""Ц"""
"Канал 1",2000-03-02,02:50,"Вечерно куклено шоу"
"Канал 1",2000-03-02,03:20,"Светът на чудесата - документална поредица"
"Канал 1",2000-03-02,03:50,"Семе от тамаринд - игрален филм /Англия/"
"Ефир 2",2000-03-03,17:55,"По света и у нас"
"Ефир 2",2000-03-03,18:05,"Грозното пате - анимационен филм /41 епизод/"
"Ефир 2",2000-03-03,18:30,"Риск печели, риск губи - шоу на Къци Вапцаров"
"Ефир 2",2000-03-03,19:00,"Дързост и красота - сериен тв филм /230 епизод/"
"Ефир 2",2000-03-03,19:45,"Стефан Дичев на 80 години"
"Ефир 2",2000-03-03,20:35,"Незабравими музикални вечери: Концерт на Анна Томова-Синтова"
"Ефир 2",2000-03-03,21:35,"Отвъдморски легенди - научнопопулярен филм /10 епизод/"
"Ефир 2",2000-03-03,22:00,"По света и у нас"
"Ефир 2",2000-03-03,22:10,Топспорт
"Ефир 2",2000-03-03,22:15,"Опасно ченге - игрален филм /САЩ/, режисьор Харви Кахн, в ролите: Алекс Макартър, Тери Куийн, Дейл Миткиф и др."
"Ефир 2",2000-03-03,23:45,"Интеграл: видеоклипове на Тонтон Давид"
"Ефир 2",2000-03-03,00:15,"Край на програмата"
"Канал 1",2000-03-03,05:10,"Чичо ми от Америка - игрален филм /Франция/"
"Канал 1",2000-03-03,07:40,"Детски свят: ""Юнак Петльо"", ""Грозното пате"" - анимационен филм /27 епизод/, ""Дейви Крокет"" - тв филм и ""Златните български деца в ""Златната монета"""
"Канал 1",2000-03-03,10:30,"Български светини зад граница"
"Канал 1",2000-03-03,11:00,"Церемония по издигане националното знаме на Република България - пряко предаване от паметника на Незнайния воин"
"Канал 1",2000-03-03,11:45,"Българската музика... очарование и сила"
"Канал 1",2000-03-03,12:30,"По света и у нас"
"Канал 1",2000-03-03,12:40,"Завръщане в Пловдив - филм за Теодоси Спасов"
"Канал 1",2000-03-03,13:10,"Книги и история"
"Канал 1",2000-03-03,13:40,"Едно незабравимо лято - детски игрален филм"
"Канал 1",2000-03-03,15:10,"Соло за хористи - детският радиохор на турне"
"Канал 1",2000-03-03,16:00,"Възрожденско Карлово"
"Канал 1",2000-03-03,16:30,"Милчо Левиев - знак на свободолюбие"
"Канал 1",2000-03-03,17:00,"По света и у нас"
"Канал 1",2000-03-03,17:10,"Часът на Уорнър"
"Канал 1",2000-03-03,18:00,Европа
"Канал 1",2000-03-03,18:30,"Тържествена заря по случай 122-та годишнина от Освобождението на България - пряко предаване от площад""Народно събрание"""
"Канал 1",2000-03-03,19:20,"Неда - тв новела по Ивайло Петров"
"Канал 1",2000-03-03,19:50,"Лека нощ, деца!: ""Гугулиада"" /12 приказка/"
"Канал 1",2000-03-03,20:00,"По света и у нас"
"Канал 1",2000-03-03,20:30,"България - това съм аз - тв филм на Светослав Овчаров"
"Канал 1",2000-03-03,21:50,"Концерт на хор ""Гусла"""
"Канал 1",2000-03-03,22:35,"Киноклуб: Панорама на Ален Рене: ""Чичо ми от Америка"" - игрален филм /Франция/, режисьор Ален Рене, в ролите: Жерар Депардийо, Никол Гарсия, Роже Пиер и др."
"Канал 1",2000-03-03,00:35,"По света и у нас"
"Канал 1",2000-03-03,00:45,"Телепазарен прозорец"
"Канал 1",2000-03-03,01:00,Джубокс
"Канал 1",2000-03-03,01:45,"24 квадрата"
"Канал 1",2000-03-03,02:15,"Вечерно куклено шоу"
"Канал 1",2000-03-03,02:40,"Опасно ченге - игрален филм /САЩ/"
"Канал 1",2000-03-03,04:10,"Отвъдморски легенди - научнопопулярен филм /10 епизод/"
"Канал 1",2000-03-03,04:40,"Интеграл: видеоклипове на Тонтон Давид"
"Ефир 2",2000-03-04,17:55,"По света и у нас"
"Ефир 2",2000-03-04,18:05,"Грозното пате - анимационен филм /42 епизод/"
"Ефир 2",2000-03-04,18:30,"Палавници - тв игра"
"Ефир 2",2000-03-04,19:00,"Полицайката фотомодел - игрален филм /САЩ/, режисьор Реза Бадийи, в ролите: Мелъди Андерсън, Ед Маринаро и др."
"Ефир 2",2000-03-04,20:35,"Зимни ескизи, с участието на Роси Кирилова, Панайот Панайотов, Михаил Йончев и др."
"Ефир 2",2000-03-04,21:10,"Клуб НЛО"""
"Ефир 2",2000-03-04,22:00,"По света и у нас"
"Ефир 2",2000-03-04,22:10,Топспорт
"Ефир 2",2000-03-04,22:15,"Великата илюзия: ""Трамвай ""Желание"" - игрален филм /САЩ/, І част, режисьор Глен Джордан, в ролите: Джесика Ланг, Алек Болдуин, Джон Гудман и др."
"Ефир 2",2000-03-04,23:35,"Интеграл: видеоклипове на Марк Лавоан /ІІ част/"
"Ефир 2",2000-03-04,00:00,"Край на програмата"
"Канал 1",2000-03-04,05:10,"Интеграл: видеоклипове на Милен Фармер /І част/"
"Канал 1",2000-03-04,05:40,"Полицайката фотомодел - игрален филм /САЩ/"
"Канал 1",2000-03-04,07:15,"Телепазарен прозорец"
"Канал 1",2000-03-04,07:30,"Специализирано предаване за хора с увреден слух"
"Канал 1",2000-03-04,07:50,"Детски свят: ""Грозното пате"" - анимационен филм /28 епизод/"
"Канал 1",2000-03-04,08:20,"Силни тела"
"Канал 1",2000-03-04,08:30,"Добро утро!"
"Канал 1",2000-03-04,11:00,"Италианска магия - детски концерт"
"Канал 1",2000-03-04,11:30,Пресклуб
"Канал 1",2000-03-04,12:15,"В акция"
"Канал 1",2000-03-04,12:30,"По света и у нас"
"Канал 1",2000-03-04,12:40,"Райска градина - предаване за личното стопанство"
"Канал 1",2000-03-04,13:10,"Народно творчество: ""От дума на дума"""
"Канал 1",2000-03-04,13:40,"България днес: Казанлък"
"Канал 1",2000-03-04,14:10,"Супермотор спорт"
"Канал 1",2000-03-04,15:10,"Нещо друго - младите в българския попрок"
"Канал 1",2000-03-04,15:40,"Светът на дивата природа - научнопопулярен филм /17 епизод/"
"Канал 1",2000-03-04,16:10,"Суматоха - минути за култура"
"Канал 1",2000-03-04,17:00,"По света и у нас"
"Канал 1",2000-03-04,17:10,"Чудният свят на Дисни: ""Скъпа, смалих децата"" - игрален филм /21 епизод/"
"Канал 1",2000-03-04,17:55,"Мело тв мания"
"Канал 1",2000-03-04,18:25,"Магията на вятъра - музикален филм за Роберта"
"Канал 1",2000-03-04,18:55,"Гол плюс"
"Канал 1",2000-03-04,19:00,"Ах, тези муцуни!"
"Канал 1",2000-03-04,19:50,"Лека нощ, деца!: ""Мечето Боян"" /26 епизод/"
"Канал 1",2000-03-04,20:00,"По света и у нас"
"Канал 1",2000-03-04,20:30,"Кинопарад: ""Мостовете на Медисън"" - игрален филм /САЩ,1995г./ режисьор Клинт Истууд, в ролите: Мерил Стрийп, Клинт Истууд и др."
"Канал 1",2000-03-04,22:45,Каналето
"Канал 1",2000-03-04,23:35,"Футбол плюс: Дерби от Европа /в паузата: По света и у нас/"
"Канал 1",2000-03-04,01:35,"Метална кожа - игрален филм /Австралия/, режисьор Джефри Райт, в ролите: Ейдън Янг, Тара Морис, Надин Гарнър, Бен Менделсон и др."
"Канал 1",2000-03-04,03:25,"Светът на дивата природа - научнопопулярен филм /17 епизод/"
"Канал 1",2000-03-04,03:50,"Трамвай Желание"" - игрален филм /САЩ/, І част"
"Ефир 2",2000-03-05,17:55,"По света и у нас"
"Ефир 2",2000-03-05,18:05,"Грозното пате - анимационен филм /43 епизод/"
"Ефир 2",2000-03-05,18:30,"Човекът с желязната маска - игрален филм /САЩ/, режисьор Майк Нюуел, в ролите: Ричард Чембърлейн, Патрик Макгуън, Луи Журдан и др."
"Ефир 2",2000-03-05,20:20,"Като лъвовете - детско тв шоу"
"Ефир 2",2000-03-05,21:10,"Международен турнир по борба свободен стил ""Дан Колов"" - репортаж от зала ""Универсиада"""
"Ефир 2",2000-03-05,22:00,"По света и у нас"
"Ефир 2",2000-03-05,22:10,Топспорт
"Ефир 2",2000-03-05,22:15,"NBA - професионален баскетбол от САЩ"
"Ефир 2",2000-03-05,23:15,"Трамвай Желание"" - игрален филм /САЩ/, ІІ част"
"Ефир 2",2000-03-05,00:30,"Край на програмата"
"Канал 1",2000-03-05,05:45,"Дързост и красота - сериен тв филм /154 епизод/"
"Канал 1",2000-03-05,07:15,"Телепазарен прозорец"
"Канал 1",2000-03-05,07:30,Чай
"Канал 1",2000-03-05,10:00,"По примера на светостта - документален филм"
"Канал 1",2000-03-05,10:25,"Детски свят: ""Спукано гърне"" и ""Неделно междучасие"""
"Канал 1",2000-03-05,11:25,"Неделно здраве"
"Канал 1",2000-03-05,11:35,"Един век песни: ""Идолите"" /ІІІ част/"
"Канал 1",2000-03-05,12:30,"По света и у нас"
"Канал 1",2000-03-05,12:40,Бразди
"Канал 1",2000-03-05,13:10,"Минаха години"
"Канал 1",2000-03-05,13:40,"Палавници - тв игра"
"Канал 1",2000-03-05,14:10,"Божи кравички - игрален филм /САЩ/, режисьор Сидни Фюри, в ролите: Родни Дейнджърфилд, Жаки, Джонатан Брандис, Винеса Шоу, Том Паркс и др."
"Канал 1",2000-03-05,15:35,"Началото - концерт на Борислав и Христо Йоцови"
"Канал 1",2000-03-05,16:30,"Бригита - живот като пасианс"
"Канал 1",2000-03-05,17:00,"По света и у нас"
"Канал 1",2000-03-05,17:10,"Уолт Дисни представя..."
"Канал 1",2000-03-05,18:00,Гласове
"Канал 1",2000-03-05,18:50,"Теглене тиражите на ТОТО 2 и ""Планета ""Спорт"""
"Канал 1",2000-03-05,19:50,"Лека нощ, деца!: ""Мечето Боян"" /27 епизод/"
"Канал 1",2000-03-05,20:00,"По света и у нас"
"Канал 1",2000-03-05,20:30,"Неделна киновечер: ""Всички мъже лъжат"" - игрален филм /Франция/, режисьор Ален Вермюс, в ролите: Дидие Безас, Мари Бюнел и др."
"Канал 1",2000-03-05,21:50,Мозайка
"Канал 1",2000-03-05,22:20,"Концерт на Йълдъз Ибрахимова"
"Канал 1",2000-03-05,23:20,"Магията на киното /4 епизод/"
"Канал 1",2000-03-05,23:50,"По света и у нас"
"Канал 1",2000-03-05,00:05,"Клубно парти с..."
"Канал 1",2000-03-05,00:45,"Човекът с желязната маска - игрален филм /САЩ/"
"Канал 1",2000-03-05,02:35,"Божи кравички - игрален филм /САЩ/"
"Канал 1",2000-03-05,04:00,"Интеграл: видеоклипове на Милен Фармер /ІІ част/"
"Канал 1",2000-03-05,04:30,"Трамвай Желание"" - игрален филм /САЩ/, ІІ част"
"Ефир 2",2000-05-06,17:55,"По света и у нас"
"Ефир 2",2000-05-06,18:05,"Квазимодо - анимационен филм /4 епизод/"
"Ефир 2",2000-05-06,18:30,"Палавници - тв игра"
"Ефир 2",2000-05-06,19:00,"Криминален отдел - сериен тв филм /20 епизод/"
"Ефир 2",2000-05-06,19:50,"Магията на киното /14 епизод/"
"Ефир 2",2000-05-06,20:20,"Натали Сарот - документален филм"
"Ефир 2",2000-05-06,21:10,Каналето
"Ефир 2",2000-05-06,22:00,"По света и у нас"
"Ефир 2",2000-05-06,22:10,Топспорт
"Ефир 2",2000-05-06,22:15,"Империя на слънцето - игрален филм /САЩ/, режисьор Стивън Спилбърг, в ролите: Джон Малкович, Миранда Ричардсън и др."
"Ефир 2",2000-05-06,00:45,"Край на програмата"
"Канал 1",2000-05-06,07:00,"Телепазарен прозорец"
"Канал 1",2000-05-06,07:30,"Специализирано предаване за хора с увреден слух"
"Канал 1",2000-05-06,07:50,"Силни тела"
"Канал 1",2000-05-06,08:00,"Добро утро!"
"Канал 1",2000-05-06,09:00,"Водосвет за бойните знамена - пряко предаване от ротондата ""Св.Георги"" в София"
"Канал 1",2000-05-06,09:30,"Нашата армия - документален филм"
"Канал 1",2000-05-06,10:00,"Тържествен парад по случай Деня на храбростта и Празника на Българската армия - пряко предаване Канал 1 от площад ""Народно събрание"""
"Канал 1",2000-05-06,11:00,"Палавници - тв игра"
"Канал 1",2000-05-06,11:30,Пресклуб
"Канал 1",2000-05-06,12:15,"В акция"
"Канал 1",2000-05-06,12:30,"По света и у нас"
"Канал 1",2000-05-06,12:40,"Райска градина - предаване за личното стопанство"
"Канал 1",2000-05-06,13:10,"Минаха години"
"Канал 1",2000-05-06,13:40,"Супермотор спорт"
"Канал 1",2000-05-06,14:40,"Светът на дивата природа - научнопопулярен филм /26 последен епизод/"
"Канал 1",2000-05-06,15:10,"За животните с любов"
"Канал 1",2000-05-06,15:40,"Салон на книгата"
"Канал 1",2000-05-06,16:10,"Суматоха - минути за култура"
"Канал 1",2000-05-06,17:00,"По света и у нас"
"Канал 1",2000-05-06,17:10,"Чудният свят на Дисни: ""Скъпа, смалих децата"" - игрален филм /30 епизод/"
"Канал 1",2000-05-06,18:00,"Мело тв мания"
"Канал 1",2000-05-06,18:30,"Игри на съдбата - тв игра"
"Канал 1",2000-05-06,19:00,"Ах, тези муцуни!"
"Канал 1",2000-05-06,19:50,"Лека нощ, деца!: ""Коки"" /5 епизод/"
"Канал 1",2000-05-06,20:00,"По света и у нас"
"Канал 1",2000-05-06,20:30,"Кинопарад: ""Федерални агенти"" - игрален филм /САЩ,1988г./, режисьор Дан Голдбърг, в ролите: Ребека Де Морни, Мери Грос, Кен Маршъл и др."
"Канал 1",2000-05-06,22:10,"Клуб НЛО"""
"Канал 1",2000-05-06,23:00,"Концерт на Стив Вай /І част/"
"Канал 1",2000-05-06,00:00,"По света и у нас"
"Канал 1",2000-05-06,00:15,"Концерт на Стив Вай /ІІ част/"
"Канал 1",2000-05-06,01:05,"Скитниците - игрален филм /САЩ/, режисьор Филип Кауфман, в ролите: Кен Уол, Карън Алън, Джон Фридрих, Тони Кейлъм, Алън Розенбърг, Джим Йънгс и др."
"Канал 1",2000-05-06,02:45,"Екстремни спортове и музика на живо"
"Канал 1",2000-05-06,03:15,"Светът на дивата природа - научнопопулярен филм /26 епизод/"
"Канал 1",2000-05-06,03:45,Интеграл
"Канал 1",2000-05-06,04:45,"Империя на слънцето - игрален филм /САЩ/"
"Ефир 2",2000-05-07,17:55,"По света и у нас"
"Ефир 2",2000-05-07,18:05,"Квазимодо - анимационен филм /5 епизод/"
"Ефир 2",2000-05-07,18:30,"Народно творчество: ""Пролетни песни и обичаи"""
"Ефир 2",2000-05-07,19:00,"Монограмът - сериен тв филм /1 епизод/"
"Ефир 2",2000-05-07,19:50,"Магията на киното /15 епизод/"
"Ефир 2",2000-05-07,20:15,"Жан Жироду - документален филм"
"Ефир 2",2000-05-07,21:00,"Много повече от двама - концерт на Ана Белен и Виктор Мануел"
"Ефир 2",2000-05-07,22:00,"По света и у нас"
"Ефир 2",2000-05-07,22:10,Топспорт
"Ефир 2",2000-05-07,22:15,"NBA - професионален баскетбол от САЩ"
"Ефир 2",2000-05-07,23:15,"Бела Дона - игрален филм /САЩ,Бразилия/, режисьор Фабио Барето, в ролите: Наташа Хенстридж, Едуардо Московис, Софи Уорд и др."
"Ефир 2",2000-05-07,01:00,"Край на програмата"
"Канал 1",2000-05-07,05:45,"Дързост и красота - сериен тв филм /196 епизод/"
"Канал 1",2000-05-07,07:15,"Телепазарен прозорец"
"Канал 1",2000-05-07,07:30,"Детски свят: ""Големият лов на Нанук"" - анимационен филм /4 епизод/"
"Канал 1",2000-05-07,08:00,Чай
"Канал 1",2000-05-07,10:30,"Детски свят: ""Бон-Бон"" и ""Неделно междучасие"""
"Канал 1",2000-05-07,11:30,"Неделно здраве"
"Канал 1",2000-05-07,11:40,"Пролетен музикален фестивал ""Аполония"" - концерт на клавирно дуо Аглика Генова и Любен Димитров"
"Канал 1",2000-05-07,12:30,"По света и у нас"
"Канал 1",2000-05-07,12:40,Бразди
"Канал 1",2000-05-07,13:10,"Народно творчество: ""От дума на дума"""
"Канал 1",2000-05-07,13:40,"В начало беше словото"
"Канал 1",2000-05-07,14:10,"Минута е много - тв състезание"
"Канал 1",2000-05-07,14:40,"Портрети: ""Вселената на проф.Румен Цанев"""
"Канал 1",2000-05-07,15:20,"Форум на българската мода"
"Канал 1",2000-05-07,16:10,"Един век Сачмо с участието на Людмил Георгиев, Стефка Оникян, Камелия Тодорова, Васил Петров и др."
"Канал 1",2000-05-07,17:00,"По света и у нас"
"Канал 1",2000-05-07,17:10,"Уолт Дисни представя..."
"Канал 1",2000-05-07,18:00,"Теглене тиражите на ТОТО 2 и ""Планета ""Спорт"""
"Канал 1",2000-05-07,19:00,Гласове
"Канал 1",2000-05-07,19:50,"Лека нощ, деца!: ""Коки"" /6 епизод/"
"Канал 1",2000-05-07,20:00,"По света и у нас"
"Канал 1",2000-05-07,20:30,"Неделна киновечер: ""Кой е бащата"" - игрален филм /Германия/, режисьор Шери Хорман, в ролите: Херберт Кнауп, Корина Арфош, Ричи Мюлер, Аксел Милберг и др."
"Канал 1",2000-05-07,22:10,"Футбол плюс: Дерби от Европа"
"Канал 1",2000-05-07,00:00,"По света и у нас"
"Канал 1",2000-05-07,00:15,"Мода за всички"
"Канал 1",2000-05-07,00:45,"София мюзикфилмфест 2000: джазконцерт"
"Канал 1",2000-05-07,01:25,"Бела Дона - игрален филм /САЩ, Бразилия/"
"Канал 1",2000-05-07,03:05,"Кой е бащата - игрален филм /Германия/"
"Канал 1",2000-05-07,04:45,Интеграл
"Ефир 2",2000-05-08,17:55,"По света и у нас"
"Ефир 2",2000-05-08,18:05,"Квазимодо - анимационен филм /6 епизод/"
"Ефир 2",2000-05-08,18:30,"Риск печели, риск губи- шоу на Къци Вапцаров"
"Ефир 2",2000-05-08,19:00,"Съкровищата на света - документална поредица"
"Ефир 2",2000-05-08,19:15,"Дързост и красота - сериен тв филм /270 епизод/"
"Ефир 2",2000-05-08,20:00,"Пътят е през сърцето - тв филм за Средношколския хор при Природоматематическата гимназия - Монтана /РТВЦ - Благоевград/"
"Ефир 2",2000-05-08,20:25,"Видеоклипове на ""Де Ла Соул"""
"Ефир 2",2000-05-08,20:45,"Дивият свят на Америка - научнопопулярен филм /5 епизод/"
"Ефир 2",2000-05-08,22:00,"По света и у нас"
"Ефир 2",2000-05-08,22:10,Топспорт
"Ефир 2",2000-05-08,22:15,"Далеч от очите - игрален филм /Франция/, 1 серия, режисьор Кристиан Фор, в ролите: Вероник Жано, Кристиан Брендел и др."
"Канал 1",2000-05-08,05:00,"Видеоклипове на Франсис Кабрел"
"Канал 1",2000-05-08,05:45,"Дързост и красота - сериен тв филм /197 епизод/"
"Канал 1",2000-05-08,06:30,"Сутрешен блок"
"Канал 1",2000-05-08,09:00,"Отдаденост - сериен тв филм /12 епизод/"
"Канал 1",2000-05-08,09:55,"Щастието на живота /6 епизод/"
"Канал 1",2000-05-08,10:00,"Нарисувай ми овца"
"Канал 1",2000-05-08,10:30,"Курс по английски език ""Гледай напред"" /33 урок/"
"Канал 1",2000-05-08,11:00,"Детски свят: ""Улица ""Сезам"""
"Канал 1",2000-05-08,12:00,"Народно творчество: ""Песни през сълзи"" - рецитал на Димитрина Кунева"
"Канал 1",2000-05-08,12:30,"По света и у нас"
"Канал 1",2000-05-08,12:40,"Кадрил - игрален филм /Русия/, режисьор Виктор Титов, в ролите: Станислав Любшин, Любов Полишчук, Олег Табаков и др."
"Канал 1",2000-05-08,14:05,"Необяснимото - предаване за паранормалните явления"
"Канал 1",2000-05-08,14:35,"Курс по английски език ""Гледай напред"" /57 урок/"
"Канал 1",2000-05-08,15:00,"По света и у нас"
"Канал 1",2000-05-08,15:05,"Светът на чудесата - документална поредица"
"Канал 1",2000-05-08,15:35,"Музика и ритуал"
"Канал 1",2000-05-08,15:50,"Очи в очи с животните"
"Канал 1",2000-05-08,16:05,"Отдаденост- сериен тв филм /14 епизод/"
"Канал 1",2000-05-08,17:00,"По света и у нас"
"Канал 1",2000-05-08,17:10,"Детски свят: ""Само за ученици ли...?"""
"Канал 1",2000-05-08,17:40,Вкусно
"Канал 1",2000-05-08,17:55,"Частен случай"
"Канал 1",2000-05-08,18:00,"Всички обичат Реймънд - сериен тв филм /31 епизод/"
"Канал 1",2000-05-08,18:30,"Заедно: ""Пространства"""
"Канал 1",2000-05-08,19:00,"Шампионска лига"
"Канал 1",2000-05-08,19:50,"Лека нощ, деца!: ""Коки"" /7 епизод/"
"Канал 1",2000-05-08,20:00,"По света и у нас"
"Канал 1",2000-05-08,20:30,"Киноцентърът представя: ""Понеделник 8 1/2"" и ""Осъдени души"" - игрален филм /България, 1975 г./, режисьор Въло Радев, в ролите: Едит Салай, Ян Енглерт, Руси Чанев, Румен Костадинов, Мариана Димитрова и др."
"Канал 1",2000-05-08,23:00,"Футболна Европа"
"Канал 1",2000-05-08,00:00,"По света и у нас"
"Канал 1",2000-05-08,00:10,"Операция Спасение"" - игрален филм /САЩ, 1986 г./, режисьор Джон Майърс, в ролите: Невин Хедли, Гасан Джон Стефан, Барбра Корлет и др."
"Канал 1",2000-05-08,01:35,"Дивият свят на Америка- научнопопулярен филм /5 епизод/"
"Канал 1",2000-05-08,02:05,Видеоклипове
"Канал 1",2000-05-08,02:15,"Далеч от очите - игрален филм /Франция/, 1 серия"
"Канал 1",2000-05-08,03:55,"Видеоклипове на Джордж Майкъл"
"Канал 1",2000-05-08,04:35,"Светът на чудесата - документална поредица"
"Ефир 2",2000-05-09,17:00,"Баскетбол: Финална среща от Републиканското първенство /жени/ - пряко предаване В паузата: По света и у нас"
"Ефир 2",2000-05-09,18:30,"Риск печели, риск губи- шоу на Къци Вапцаров"
"Ефир 2",2000-05-09,19:00,"Дързост и красота - сериен тв филм /271 епизод/"
"Ефир 2",2000-05-09,19:45,"Магията на киното /16 епизод/"
"Ефир 2",2000-05-09,20:10,"Симфония №9 от Бетовен в изпълнение на ""Студио концертанте"", диригент Ангел Станков и хора на БНР"
"Ефир 2",2000-05-09,21:35,"Шампионска лига: ""Байерн"" - ""Реал"" /Мадрид/, полуфинал /пряко предаване от Мюнхен/ В паузата: По света и у нас"
"Ефир 2",2000-05-09,23:35,"Далеч от очите- игрален филм /Франция/, 2 серия 01:15"
"Канал 1",2000-05-09,05:05,"Видеоклипове на Мадона"
"Канал 1",2000-05-09,05:45,"Дързост и красота - сериен тв филм /198 епизод/"
"Канал 1",2000-05-09,06:30,"Сутрешен блок"
"Канал 1",2000-05-09,09:00,"Отдаденост - сериен тв филм /13 епизод/"
"Канал 1",2000-05-09,09:55,"Детски свят: ""Само за ученици ли..."""
"Канал 1",2000-05-09,10:25,"Език мой"
"Канал 1",2000-05-09,10:40,"Очи в очи с животните"
"Канал 1",2000-05-09,11:00,"Детски свят: ""Улица ""Сезам"""
"Канал 1",2000-05-09,12:00,"Народно творчество: ""От дума на дума"""
"Канал 1",2000-05-09,12:30,"По света и у нас"
"Канал 1",2000-05-09,12:40,"Адрес 4000"
"Канал 1",2000-05-09,13:10,"Спешно отделение - сериен тв филм /23 епизод/"
"Канал 1",2000-05-09,13:55,"Съкровищата на света"
"Канал 1",2000-05-09,14:10,"В добра компания"
"Канал 1",2000-05-09,14:40,"Курс по немски език /1 урок/"
"Канал 1",2000-05-09,15:00,"По света и у нас"
"Канал 1",2000-05-09,15:05,"Светът на чудесата - документална поредица"
"Канал 1",2000-05-09,15:35,"Внимание, деца /за вас, родители/"
"Канал 1",2000-05-09,16:05,"Отдаденост- сериен тв филм /15 епизод/"
"Канал 1",2000-05-09,17:00,"По света и у нас"
"Канал 1",2000-05-09,17:10,"Детски свят: ""Десети ""Б"" - тв филм /11 епизод/"
"Канал 1",2000-05-09,17:40,Вкусно
"Канал 1",2000-05-09,17:55,"Частен случай"
"Канал 1",2000-05-09,18:00,"За вас, потребители"
"Канал 1",2000-05-09,18:25,"Национален календар: ""160 години от рождението на Хаджи Димитър и Стефан Караджа"""
"Канал 1",2000-05-09,18:30,Открито
"Канал 1",2000-05-09,19:00,"Зад оградата - сериен тв филм /35 епизод/"
"Канал 1",2000-05-09,19:50,"Лека нощ, деца!: ""Гугулиада"""
"Канал 1",2000-05-09,20:00,"По света и у нас"
"Канал 1",2000-05-09,20:30,"Спешно отделение - сериен тв филм /25 епизод/"
"Канал 1",2000-05-09,21:20,"Един ден на..."
"Канал 1",2000-05-09,22:00,"Екип 4"
"Канал 1",2000-05-09,22:30,"Фатерланд - игрален филм /САЩ, 1995 г./, режисьор Кристофър Менол, в ролите: Рутгер Хауер, Миранда Ричардсън, Питър Вон и др."
"Канал 1",2000-05-09,00:15,"По света и у нас"
"Канал 1",2000-05-09,00:25,"Клубно парти с група Сленг"""
"Канал 1",2000-05-09,01:05,"Адрес 4000"
"Канал 1",2000-05-09,01:35,"Съкровищата на света"
"Канал 1",2000-05-09,01:50,"В добра компания"
"Канал 1",2000-05-09,02:20,"Видеоклипове на Даяна Рос"
"Канал 1",2000-05-09,03:00,"Далеч от очите - игрален филм /Франция/, 2 серия"
"Канал 1",2000-05-09,04:40,"Светът на чудесата - документална поредица"
"Ефир 2",2000-05-10,17:00,"Баскетбол: Финална среща от Републиканското първенство /жени/ - пряко предаване В паузата: По света и у нас"
"Ефир 2",2000-05-10,18:30,"Риск печели, риск губи- шоу на Къци Вапцаров"
"Ефир 2",2000-05-10,19:00,"Съкровищата на света - документална поредица"
"Ефир 2",2000-05-10,19:15,"Дързост и красота - сериен тв филм /272 епизод/"
"Ефир 2",2000-05-10,20:00,"Магията на киното /17 епизод/"
"Ефир 2",2000-05-10,20:25,"Дивият свят на Америка - научнопопулярен филм /6 епизод/"
"Ефир 2",2000-05-10,20:55,"Видеоклипове на Род Стюарт"
"Ефир 2",2000-05-10,22:00,"По света и у нас"
"Ефир 2",2000-05-10,22:10,Топспорт
"Ефир 2",2000-05-10,22:15,"Кадрил - игрален филм /Русия/, режисьор Виктор Титов, в ролите: Станислав Любшин, Любов Полишчук, Олег Табаков и др."
"Канал 1",2000-05-10,05:00,"Видеоклипове на ""Лафер Луис трио"""
"Канал 1",2000-05-10,05:45,"Дързост и красота - сериен тв филм /199 епизод/"
"Канал 1",2000-05-10,06:30,"Сутрешен блок"
"Канал 1",2000-05-10,09:00,"Национален календар: ""160 години от рождението на Хаджи Димитър и Стефан Караджа"""
"Канал 1",2000-05-10,09:05,"Отдаденост - сериен тв филм /14 епизод/"
"Канал 1",2000-05-10,10:00,"Детски свят: ""Големият лов на Нанук""- анимационен филм /4 епизод/"
"Канал 1",2000-05-10,10:30,"Курс по английски език ""Гледай напред"" /35 урок/"
"Канал 1",2000-05-10,11:00,"Зад оградата - сериен тв филм /34 епизод/"
"Канал 1",2000-05-10,12:00,"Народно творчество: Рецитал на Таня и Стоян Величкови"
"Канал 1",2000-05-10,12:30,"По света и у нас"
"Канал 1",2000-05-10,12:40,"Специализирано предаване за хора с увреден слух"
"Канал 1",2000-05-10,13:00,"Съкровищата на света"
"Канал 1",2000-05-10,13:15,"Спешно отделение - сериен тв филм /24 епизод/"
"Канал 1",2000-05-10,14:00,"Композиторът Георги Генков"
"Канал 1",2000-05-10,14:30,"Курс по английски език ""Гледай напред"" /58 урок/"
"Канал 1",2000-05-10,15:00,"По света и у нас"
"Канал 1",2000-05-10,15:05,"Светът на чудесата - документална поредица"
